date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:02	88145/88145	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/Users/admin/Desktop/examples/meditec/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:02	44347/44347	---M-Z	200	added ('OK')	application/javascript	etag:%228077a3d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/lib/owlcarousel/owl.carousel.min.js	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/lib/owlcarousel/owl.carousel.min.js	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:02	16322/16322	---M-Z	200	added ('OK')	application/javascript	etag:%2204c93fb1e37d71:0%22	https://medlatec.vn/Content/images/AtHome/js/default.js	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/js/default.js	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:03	33599/33599	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d8e-833f%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.8.0/js/bootstrap-datepicker.min.js	C:/Users/admin/Desktop/examples/meditec/cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.8.0/js/bootstrap-datepicker.min.js	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:04	16452/16452	---M-Z	200	added ('OK')	text/css	etag:%225eb03d8e-4044%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.8.0/css/bootstrap-datepicker.standalone.min.css	C:/Users/admin/Desktop/examples/meditec/cdnjs.cloudflare.com/ajax/libs/bootstrap-datepicker/1.8.0/css/bootstrap-datepicker.standalone.min.css	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:04	3704/3704	---M--	200	added ('OK')	image/png	etag:%226d3ec2e74751d71:0%22	https://medlatec.vn/Content/images/logochuan-01.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/logochuan-01.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:04	1379/1379	---M--	200	added ('OK')	image/png	etag:%22931c3e74751d71:0%22	https://medlatec.vn/Content/images/logochuan-32.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/logochuan-32.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:04	708/708	---M--	200	added ('OK')	image/png	etag:%22768cc2e74751d71:0%22	https://medlatec.vn/Content/images/logochuan-16.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/logochuan-16.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:05	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2021%20Sep%202022%2001:49:04%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/admin/Desktop/examples/meditec/www.googletagmanager.com/gtm.115445.delayed	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:05	3704/3704	---M--	200	added ('OK')	image/png	etag:%22e878ede3aba0d61:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/logochuan-01.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/logochuan-01.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:05	3192/3192	---M--	200	added ('OK')	image/png	etag:%22f5c760d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/icon-bvsk1.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/icon-bvsk1.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:05	2042/2042	---M--	200	added ('OK')	image/png	etag:%22592e61d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/icon-ttl1.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/icon-ttl1.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:05	2349/2349	---M--	200	added ('OK')	image/png	etag:%2266b761d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/icon-cpxnhl1.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/icon-cpxnhl1.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:06	2890/2890	---M--	200	added ('OK')	image/png	etag:%22f07563d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/icon-nc1.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/icon-nc1.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:06	687/687	---M--	200	added ('OK')	image/png	etag:%22d76265d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-1.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-1.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:06	975/975	---M--	200	added ('OK')	image/png	etag:%2212b365d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-2.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-2.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:07	771/771	---M--	200	added ('OK')	image/png	etag:%22772c66d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-3.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-3.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:07	1145/1145	---M--	200	added ('OK')	image/png	etag:%2226da66d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-4.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-4.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:07	507/507	---M--	200	added ('OK')	image/png	etag:%22429d67d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-5.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-5.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:07	900/900	---M--	200	added ('OK')	image/png	etag:%2252f269d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-6.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-6.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:08	391/391	---M--	200	added ('OK')	image/png	etag:%224c676ad2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-7.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-7.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:08	606/606	---M--	200	added ('OK')	image/png	etag:%22f1ea6ad2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-8.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-8.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:08	1130/1130	---M--	200	added ('OK')	image/png	etag:%2217656bd2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images/icon/xntn-why-9.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/xntn-why-9.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:08	8180/8180	---M--	200	added ('OK')	image/png	etag:%22f57d82e25c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%201@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%201@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:09	771/771	---M--	200	added ('OK')	image/png	etag:%229051b3f05c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%205@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%205@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:09	1030/1030	---M--	200	added ('OK')	image/png	etag:%222cd08cf95c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%208@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%208@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:09	8340/8340	---M--	200	added ('OK')	image/png	etag:%2236d240e75c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%202@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%202@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:10	7781/7781	---M--	200	added ('OK')	image/png	etag:%22ec89b7e95c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%203@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%203@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:10	629/629	---M--	200	added ('OK')	image/png	etag:%22dc3912fc5c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%209@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%209@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:10	474/474	---M--	200	added ('OK')	image/png	etag:%22f484d0f65c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%207@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%207@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:10	7457/7457	---M--	200	added ('OK')	image/png	etag:%22a5c96ed5c37d71:0%22	https://medlatec.vn/Content/images/AtHome/images/athome/Asset%204@2x.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/Asset%204@2x.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:11	506502/506502	---M--	200	added ('OK')	image/png	etag:%2226ee793fdb1ad71:0%22	https://medlatec.vn/Content/images/AtHome/images//athome/7.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/athome/7.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:11	228/228	---M--	200	added ('OK')	image/png	etag:%222ab5d9d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/facebook.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/facebook.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:11	308/308	---M--	200	added ('OK')	image/png	etag:%227285dbd2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/youtube.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/youtube.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:11	272/272	---M--	200	added ('OK')	image/png	etag:%22447ddcd2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/linkin.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/linkin.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:12	3248/3248	---M--	200	added ('OK')	image/png	etag:%223c2bddd2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/zalo.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/zalo.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:12	75856/75856	---M--	200	added ('OK')	image/png	etag:%227be2dfd2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//banner/bo-cong-thuong.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/banner/bo-cong-thuong.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:12	479/479	---M--	200	added ('OK')	image/png	etag:%2245a8e0d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/phone.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/phone.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:13	384/384	---M--	200	added ('OK')	image/png	etag:%22485ae1d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/mail.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/mail.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:13	350/350	---M--	200	added ('OK')	image/png	etag:%22c31e2d2b535d71:0%22	https://medlatec.vn/Content/images/AtHome/images//icon/maker.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/icon/maker.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:13	59171/59171	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2001:49:13%20GMT	https://medlatec.vn/dich-vu/kham-suc-khoe-doanh-nghiep	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/dich-vu/kham-suc-khoe-doanh-nghiep.html	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:14	63621/63621	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2001:49:13%20GMT	https://medlatec.vn/dich-vu/bao-hiem-y-te	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/dich-vu/bao-hiem-y-te.html	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:14	400/400	---M--	200	added ('OK')	image/png	etag:%22c29d465a2116d71:0%22	https://medlatec.vn/Content/images/icon/call.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/icon/call.png	(from https://medlatec.vn/dich-vu/xet-nghiem-lay-mau-tai-nha?fbclid=IwAR1We2Ccv0pxPxQcUnedcLJnRCUxWsptxrlCJciW4FDnlu_wuTrLEigxIMY)
08:49:14	4976/4976	---M--	200	added ('OK')	image/png	etag:%22d0e765d6b535d71:0%22	https://medlatec.vn/Content/images/AtHome/lib/owlcarousel/assets/owl.video.play.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/lib/owlcarousel/assets/owl.video.play.png	(from https://medlatec.vn/Content/images/AtHome/lib/owlcarousel/assets/owl.carousel.min.css)
08:49:14	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2001:49:14%20GMT	https://medlatec.vn/Content/images/AtHome/images/bg-logo.jpg	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/bg-logo.35.delayed	(from https://medlatec.vn/Content/images/AtHome/css/styles_athome.css)
08:49:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2001:49:14%20GMT	https://medlatec.vn/Content/images/AtHome/images/drop-down.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/drop-down.36.delayed	(from https://medlatec.vn/Content/images/AtHome/css/styles_athome.css)
08:49:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2001:49:15%20GMT	https://medlatec.vn/Content/images/AtHome/images/calendar.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/calendar.37.delayed	(from https://medlatec.vn/Content/images/AtHome/css/styles_athome.css)
08:49:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2001:49:15%20GMT	https://medlatec.vn/Content/images/AtHome/images/searchs.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/searchs.38.delayed	(from https://medlatec.vn/Content/images/AtHome/css/styles_athome.css)
08:49:16	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2001:49:15%20GMT	https://medlatec.vn/Content/images/AtHome/images/currency.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/currency.39.delayed	(from https://medlatec.vn/Content/images/AtHome/css/styles_athome.css)
08:49:16	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2001:49:16%20GMT	https://medlatec.vn/Content/images/AtHome/images/faq.png	C:/Users/admin/Desktop/examples/meditec/medlatec.vn/Content/images/AtHome/images/faq.3a.delayed	(from https://medlatec.vn/Content/images/AtHome/css/styles_athome.css)
